dataset,method,ef_search,target_recall,target_met,code_size_bytes_per_vector,train_ms,encode_ms,encode_vectors_per_second,distance_mse,distance_relative_mse,distance_mean_relative_error,distance_pair_protocol,distance_pair_count,query_setup_and_single_distance_ms,query_setup_count,query_setup_and_distance_total_ms,distance_scan_count,distance_scan_ms,distance_scans_per_second,distance_batch4_scan_count,distance_batch4_scan_ms,distance_batch4_scans_per_second,code_pair_supported,code_pair_count,code_pair_ms,code_pairs_per_second,build_duration_s,index_serialized_size_bytes,index_memory_bytes,build_peak_memory,dataset_query_count,timed_query_count,successful_query_count,timed_repetitions_per_query,qps,latency_p50_ms,latency_p99_ms,recall_at_10
gist1m,saq,200,0.95,False,492,8438.802215,168612.651487,5930.753067346787,3.8098573312017138e-06,1.7484551768000702e-06,0.0009090825351016331,query_to_ground_truth_neighbor,10000,0.0161081626,1000,161.081626,100000,69.681494,1435101.262323681,100000,61.940901999999994,1614442.1016019431,True,100000,255.53758499999998,391331.8661127678,547.617025034,650503142,759664808,716.67 MB,1000,10000,10000,10,4427.041533645265,3.7252199999999998,4.372186999999999,0.9170000000000098
gist1m,saq,400,0.95,True,492,8438.802215,168612.651487,5930.753067346787,3.8098573312017138e-06,1.7484551768000702e-06,0.0009090825351016331,query_to_ground_truth_neighbor,10000,0.0161081626,1000,161.081626,100000,69.681494,1435101.262323681,100000,61.940901999999994,1614442.1016019431,True,100000,255.53758499999998,391331.8661127678,547.617025034,650503142,759664808,716.67 MB,1000,10000,10000,10,2678.7113594302614,6.186169,7.330328,0.9531000000000064
gist1m,saq,800,0.95,True,492,8438.802215,168612.651487,5930.753067346787,3.8098573312017138e-06,1.7484551768000702e-06,0.0009090825351016331,query_to_ground_truth_neighbor,10000,0.0161081626,1000,161.081626,100000,69.681494,1435101.262323681,100000,61.940901999999994,1614442.1016019431,True,100000,255.53758499999998,391331.8661127678,547.617025034,650503142,759664808,716.67 MB,1000,10000,10000,10,1586.3335979789351,10.444466,12.637664,0.9693000000000015
gist1m,saq,1600,0.95,True,492,8438.802215,168612.651487,5930.753067346787,3.8098573312017138e-06,1.7484551768000702e-06,0.0009090825351016331,query_to_ground_truth_neighbor,10000,0.0161081626,1000,161.081626,100000,69.681494,1435101.262323681,100000,61.940901999999994,1614442.1016019431,True,100000,255.53758499999998,391331.8661127678,547.617025034,650503142,759664808,716.67 MB,1000,10000,10000,10,934.4031633096314,17.757521,21.856244999999998,0.9777999999999991
sift1m,rabitq,40,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,102210.39484417244,0.14643299999999998,0.283566,0.8259800000000305
sift1m,rabitq,80,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,64552.93086638024,0.249941,0.360074,0.846110000000034
sift1m,rabitq,120,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,46050.2084593929,0.353082,0.48102799999999996,0.8501300000000348
sift1m,rabitq,200,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,30815.558880451637,0.531272,0.6733439999999999,0.8522000000000349
sift1m,rabitq,400,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,17504.619788621527,0.935125,1.226449,0.8530900000000347
sift1m,rabitq,800,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,9933.432305350998,1.65156,2.0933859999999997,0.8532000000000349
sift1m,rabitq,1600,0.95,False,76,4.251417,7042.500859,141995.01285428242,1989802.9712865509,0.0008031873422750773,0.027270647040173436,query_to_ground_truth_neighbor,100000,0.00028225562,10000,28.225562,100000,6.229816,16051838.449161261,100000,6.162877,16226187.866478594,False,,,,39.091206140000004,230305725,357011768,116.22 MB,10000,10000,10000,1,5126.521457625117,3.1931589999999996,4.091437,0.8532100000000348
sift1m,saq,40,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,87866.92315490158,0.18148699999999998,0.229562,0.8583400000000313
sift1m,saq,80,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,55407.37008336122,0.29369,0.35232399999999997,0.8811800000000316
sift1m,saq,120,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,39718.90470401673,0.39688199999999996,0.7983939999999999,0.8859100000000307
sift1m,saq,200,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,27557.69581848976,0.5958399999999999,0.7263729999999999,0.8882400000000301
sift1m,saq,400,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,15514.825105798305,1.060709,1.32001,0.88901000000003
sift1m,saq,800,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,8600.042931586315,1.910968,2.4255139999999997,0.8891200000000302
sift1m,saq,1600,0.95,False,76,122.272809,6571.046338,152182.76489956476,1151142.2910190797,0.0004646605370712905,0.02009351370839379,query_to_ground_truth_neighbor,100000,0.00066548013,10000,66.548013,100000,9.251743,10808774.087217944,100000,7.6000049999999995,13157886.080338106,True,100000,29.000383,3448230.321647821,92.12151073000001,230326378,357011624,324.52 MB,10000,10000,10000,1,4742.141806888856,3.448966,4.436478999999999,0.8891300000000302
